Artista,Biografia,Listeners,Playcount,Artistas Similares
ØZWALD,"ØZWALD is the indie side project of lead singer and guitarist Jason Wade and Steve Stout of the band Lifehouse. Jay and Steve started the project over a bond of the Beatles and writing songs where they both sang together in a new project with no rules.

With the goal of releasing 2 full-length LP's a year, the duo has produced/written and released 3 records since 2019 with a 4th on the way titled 'For Polly Anna' - keep an eye out for that release through the Fall of 2020 as well as plenty of psychedelically reimagined covers throughout. <a href=""https://www.last.fm/music/%C3%98ZWALD"">Read more on Last.fm</a>",19703,87417,Jason Wade
Motionless in White,"Motionless in White is an American alternative metal band from Scranton, Pennsylvania. Formed in 2005, the band currently consists of founder Chris ""Motionless"" Cerulli (lead vocals), Ricky ""Horror"" Olson (rhythm guitar), Justin Morrow (bass), Ryan Sitkowski (lead guitar), and Vinny Mauro (drums). The band has stated that their band name is from the Eighteen Visions song, ""Motionless and White"". Motionless In White has gothic, horror themed lyrics and a gothic rock and sometimes industrial metal sound, goth appearances, and their intense gigs. <a href=""https://www.last.fm/music/Motionless+in+White"">Read more on Last.fm</a>",671697,39424034,Ice Nine Kills
To Paint With Fire,"bandcamp | facebook | twitter | merch
Founded: 
Hometown: Milwaukee, WI
Genre: Progressive Post-Hardcore | Metalcore | Djent | Groove
Record Label: None
Contact | Bookings: topaintwithfirewi@gmail.com

Band
Matt Zigan - Vocals
Danny Crumpler- Vocals
Max Olson - Guitar
Drew Jensen - Guitar
???? - Bass
Ben Skowronek - Drums  <a href=""https://www.last.fm/music/To+Paint+With+Fire"">Read more on Last.fm</a>",755,8562,Crown Cardinals
Wallows,"Wallows is an American alternative rock band based in Los Angeles composed of Dylan Minnette (guitar and vocals), Braeden Lemasters (guitar and vocals), and Cole Preston (drums and vocals). The band began releasing songs independently in April 2017 starting with ""Pleaser"", which reached number two on the Spotify Global Viral 50 chart.

In April 2017, the band released their first single under the Wallows moniker, ""Pleaser"". The song would eventually <a href=""https://www.last.fm/music/Wallows"">Read more on Last.fm</a>",1594203,85131043,Dayglow
Panic! at the Disco,"Panic! at the Disco were an American pop rock band from Las Vegas, Nevada, formed in 2004 by childhood friends Ryan Ross, Spencer Smith, Brent Wilson, and Brendon Urie. Following several lineup changes, Panic! began operating as the solo project of frontman Urie from 2015 until the project's discontinuation in 2023.

Panic! at the Disco recorded their first demos while they were in high school. Shortly after, the band recorded and released their debut studio album, A Fever You Can't Sweat Out (2005). <a href=""https://www.last.fm/music/Panic%21+at+the+Disco"">Read more on Last.fm</a>",3789733,227097850,Fall Out Boy
Barns Courtney,"Barns Courtney (born Barnaby George Courtney on 17 November 1990 in
Aylesbury, England) is an English singer, songwriter and musician.

Courtney spent a large part of his childhood in Seattle,USA, before returning to home country UK as a 15-year-old. This change of scenery comes across as clearly in his eclectic mix of US blues-rock, hip-hop and grunge with British indie melodic sensibilities, as it does in his hybrid US-British twang.

Playing in various projects and bands growing up whilst developing his sound <a href=""https://www.last.fm/music/Barns+Courtney"">Read more on Last.fm</a>",416076,7603651,The Unlikely Candidates
Pinkish Black,"Pinkish Black is a duo from Forth Worth, Texas. After the bands Yeti, The Great Tyrant, The Pointy Shoe Factory, Maxine's Radiator, and many others, Daron Beck and Jon Teague formed Pinkish Black out of the emotional pain endured as a result of the suicide of their close friend, Tommy Wayne Atkins. This band is dedicated to keeping it real and from the heart.

Their debut LP was released on Handmade Birds. They have also released another 12"", titled ""Razed To The Ground,"" in 2013.

Bandcamp page : https://pinkishblack.bandcamp.com <a href=""https://www.last.fm/music/Pinkish+Black"">Read more on Last.fm</a>",23797,199761,Grave Pleasures
Periphery,"Periphery is an American progressive metal band from Bethesda, Maryland, formed in 2005.

History
Formation and Lineup Changes (2005 - 2009)
Periphery was formed by guitarist Misha Mansoor in 2005. He slowly gained a reputation on the Internet, primarily via a regularly-updated Soundclick account, Meshuggah and John Petrucci forums, and the sevenstring.org message boards. Before and during Periphery's tenure in the metal scene, Mansoor developed a reputation for doing his own audio production <a href=""https://www.last.fm/music/Periphery"">Read more on Last.fm</a>",286455,26091040,Monuments
Dr. Dog,"Dr. Dog is a indie rock group from Philadelphia, Pennsylvania which formed in 1999. The current lineup consists of Scott ""Taxi"" McMicken (vocals, guitar), Toby ""Tables"" Leaman (vocals, bass),  Zach ""Text"" Miller (keyboards, guitar), Frank ""Thanks"" McElroy (guitar) and Eric ""Teach"" Slick (drums).

""There's a little folk, blues, indie rock, soul, bluegrass--and a whole lot of down-home harmonizing. It conjures images of old friends sitting on a porch swapping instruments and just letting the tape recorder run."" - Doug Wallen <a href=""https://www.last.fm/music/Dr.+Dog"">Read more on Last.fm</a>",1399533,28553238,Fruit Bats
Like a Storm,"On their debut album THE END OF THE BEGINNING, Like A Storm stir up a torrent of infectious hard rock. The Vancouver-based quartet's first full-length is an avalanche of captivating choruses and hard-hitting grooves, as exemplified by the first radio single “Chemical Infatuation.”  Electronic textures and string flourishes cascade into a wall of distortion as vocal melodies hypnotize. Brothers Chris (Vocals/Guitar/Programming/ Didgeridoo), Matt <a href=""https://www.last.fm/music/Like+a+Storm"">Read more on Last.fm</a>",92450,1146298,Through Fire
The Dear Hunter,"The Dear Hunter is an American progressive rock band originating in Providence, Rhode Island. It began as a side project of Casey Crescenzo when he was a member of The Receiving End of Sirens, before becoming his main band in 2006. The band's sound features a wide variety of instruments and styles.

Most of the band's albums, starting with their 2006 debut album Act I: The Lake South, the River North, are concept albums and a part of a common storyline, planned to conclude with a sixth album. <a href=""https://www.last.fm/music/The+Dear+Hunter"">Read more on Last.fm</a>",285030,18010051,Closure in Moscow
Rock Kills Kid,"Rock Kills Kid is an American alternative rock band from Los Angeles, California that consists of Jeff Tucker (guitar and vocals), Shawn Dailey (bass), Sean Stopnik (guitar), Reed Calhoun (keyboards/vocals), and Mike Balboa (drums). Their music often draws comparison to The Cure, Echo & the Bunnymen, Duran Duran and U2, as well as new bands such as The Killers and Franz Ferdinand. They were named one of Rolling Stone magazine's ""10 Artists to Watch in 2006"". <a href=""https://www.last.fm/music/Rock+Kills+Kid"">Read more on Last.fm</a>",130476,1115637,Harlea
Slipknot,"Slipknot is an American nu metal band from Des Moines, Iowa. It was formed in 1995 by percussionist Shawn Crahan, drummer Joey Jordison and bassist Paul Gray. After several lineup changes in its early years, the band settled on nine members for more than a decade: Crahan, Jordison, Gray, Craig Jones, Mick Thomson, Corey Taylor, Sid Wilson, Chris Fehn, and Jim Root. Gray died on May 24, 2010, and was replaced during 2011–2014 by guitarist Donnie Steele. <a href=""https://www.last.fm/music/Slipknot"">Read more on Last.fm</a>",3464209,252370290,Korn
Trapt,"Trapt is an alternative band from Los Gatos, California, USA. The band formed in 1995, after meeting in high school, with members: Chris Taylor Brown (vocalist), Simon Ormandy (guitarist), Peter Charrell (bassist) and David Stege (drummer) and recorded the albums 'Amalgamation' and 'Glimpse' to sell at local shows. After several rehearsal absences and negative feedback the band decided to let David go. While attempting to find a suitable replacement, the band signed to Warner Bros. <a href=""https://www.last.fm/music/Trapt"">Read more on Last.fm</a>",1203749,18175249,12 Stones
Faith No More,"Faith No More are an American alternative metal band from San Francisco, California, formed in 1979. Before settling on the current name in July 1983, the band performed under the names Sharp Young Men and later Faith No Man. Bassist Billy Gould, keyboardist/rhythm guitarist Roddy Bottum and drummer Mike Bordin are the longest-remaining members of the band, having been involved since its inception. The band underwent several early lineup changes, and some major changes later. <a href=""https://www.last.fm/music/Faith+No+More"">Read more on Last.fm</a>",1574347,57776921,Mr. Bungle
Royal & The Serpent,"Ryan Santiago (born May 25, 1994), known professionally as Royal & the Serpent, is an American singer and songwriter. A New Jersey native, Ryan Santiago was born on May 25, 1994. Santiago took up competitive dance as a child, until she ""shattered both [her] heel plates"" after jumping off a stage while performing when she was 14 years old. She subsequently delved into musical theater. In her teenage years, Santiago learned how to play the guitar and began writing songs. <a href=""https://www.last.fm/music/Royal+&+The+Serpent"">Read more on Last.fm</a>",322940,4717033,
Year of the Cobra,"Formed in 2015, Year of the Cobra became a rapidly ascending, radiant star in the horizon of the doom/stoner-scene for a reason: This powerhouse duo, consisting of Amy Tung Barrysmith (vocals/keyboard/bass) and Jon Barrysmith (drums), use their limitation in instrumentation to their advantage. Leaving space for every instrument to breathe and to shine, they create a vast, larger than life sound aesthetic. Their songs drift relentlessly from classic epic doom laments into oppressive heavy riff architecture; from catchy <a href=""https://www.last.fm/music/Year+of+the+Cobra"">Read more on Last.fm</a>",16191,138643,Grajo
A Day to Remember,"A Day to Remember is a band from Ocala, Florida, founded in 2003 by guitarist Tom Denney and drummer Bobby Scruggs. They are mainly known for their unusual amalgamation of metalcore and pop punk as a musical style, as well as playing other styles. The band consists of vocalist Jeremy McKinnon, rhythm guitarist and backing vocalist Neil Westfall, bassist Joshua Woodard, percussion and drummer Alex Shelnutt and lead guitarist Kevin Skaff.

Signing with Indianola for their first album <a href=""https://www.last.fm/music/A+Day+to+Remember"">Read more on Last.fm</a>",1672415,118332264,Silverstein
✝✝✝ (Crosses),"Crosses (usually stylized as †††) is the musical side project of Deftones singer Chino Moreno, Far guitarist Shaun Lopez and Chuck Doom, based in Los Angeles, California, USA and formed in 2011. Moreno described the project as ""minimal and soothing and it's sort of like the stuff I like listening to when I'm not screaming my head off. <a href=""https://www.last.fm/music/%E2%9C%9D%E2%9C%9D%E2%9C%9D+(Crosses)"">Read more on Last.fm</a>",265085,7070977,Team Sleep
Welcome the silence,"Welcome The Silence is a modern rock band, originally hailing from the Southwest, that is now spreading their own unique brand of Alternative Rock, that is laced with dark, vaguely underground metal, to the rest of the country. <a href=""https://www.last.fm/music/Welcome+the+silence"">Read more on Last.fm</a>",248,4510,Fear the Clown
Briston Maroney,"Briston Lee Maroney is an American singer, songwriter, and guitarist from Knoxville, Tennessee who is signed to Canvasback Music and Atlantic Records. He has released two EPs through the labels, including his most recent collection, ""Sunflower” which was partially released and the full album was released April 9, 2021.

Briston Maroney largely grew up in Knoxville, Tennessee. In August 2013, at age 15, Maroney tried out for the 13th season of American Idol at one of its audition bus stops in Knoxville. <a href=""https://www.last.fm/music/Briston+Maroney"">Read more on Last.fm</a>",488340,9709719,The Backseat Lovers
Jimmy Eat World,"Jimmy Eat World is an alternative rock band formed in Mesa, Arizona, United States, in 1993. The band is composed of lead guitarist/lead vocalist Jim Adkins, drummer Zach Lind, rhythm guitarist/vocalist Tom Linton, and bassist Rick Burch. Jimmy Eat World has released ten studio albums, the last nine featuring the current lineup.

The four-piece's commercial breakthrough came with the successful release of several singles from the album Bleed American (2001). <a href=""https://www.last.fm/music/Jimmy+Eat+World"">Read more on Last.fm</a>",2873852,91732518,The Get Up Kids
Year Of The Knife,"Year Of The Knife is a five-piece metalcore band from Delaware. By its very nature, hardcore is a conduit for channeling frustration, aggression, and discontent into musical form, but for Year Of The Knife, that process is so much more than just a simple release. The band’s debut full-length Internal Incarceration is a profound reaction to the very real losses and the challenges of the world around them, and a way to turn that discontent into community, compassion, and change. <a href=""https://www.last.fm/music/Year+Of+The+Knife"">Read more on Last.fm</a>",48653,1029321,
Royal Blood,"There are several artists with this name:
---
1) Formed at the beginning of 2011, Royal Blood is a 2-piece band from Worthing, West Sussex, UK. Having known each other for years in different bands, Mike Kerr (Bassist/Vocalist) & Ben Thatcher (Drums) finally came together and went into the studio to record ‘Figure It Out’ – the first track that brought attention to the band. At the tail end of 2013, Royal Blood released ‘Out of The Black’, their debut single on Black Mammoth Records.  <a href=""https://www.last.fm/music/Royal+Blood"">Read more on Last.fm</a>",924825,36017714,Cleopatrick
opponent,"Metal band from Seattle, WA. Signed to Solid State Records. <a href=""https://www.last.fm/music/opponent"">Read more on Last.fm</a>",689,7096,As Lions And Lambs
P.O.D.,"Payable on Death (abbreviated as P.O.D.) is an American nu metal band from San Diego, California, formed in 1992. The band's line-up consists of vocalist Sonny Sandoval, drummer Wuv Bernardo, guitarist Marcos Curiel, and bassist Traa Daniels. They have released six major label studio albums along with two independent albums and have sold over 12 million records worldwide. Over the course of their career, the band have also received three Grammy Award nominations, contributed to numerous motion picture soundtracks and toured internationally. <a href=""https://www.last.fm/music/P.O.D."">Read more on Last.fm</a>",1623984,34816528,Ill Niño
VOLA,"VOLA hunts and takes down rainbows from the sky, loads them on their backs and carries them to a black and white world where sudden contrasts shoot up like surreal architecture. A process, in which undefinable but colorful creatures are shaped and given life. The band exists in a grey borderline area of metal, where the musical ideas are portrayed in the clash of the immense, complex and ballistic, and the melancholic, ambient and transparent. VOLA forms pummeling bursts of distortion <a href=""https://www.last.fm/music/VOLA"">Read more on Last.fm</a>",99429,4565807,Caligula's Horse
Vinyl Theatre,"There’s no telling how far you’ll have to run when chasing a dream. You just have to be ready to keep pushing toward the next mile-marker. While some artists may dive into the music industry unprepared for the long road ahead, the guys of the Milwaukee-based band Vinyl Theatre are wholeheartedly dedicated to pushing toward the finish line. 

Together, Keegan, Josh, Nick, and Chris have found a strong sense of camaraderie in music and each other, writing and performing as a cohesive unit. <a href=""https://www.last.fm/music/Vinyl+Theatre"">Read more on Last.fm</a>",130881,1690012,Bad Suns
Hot Hot Heat,"Hot Hot Heat (1999-2016) is an indie rock band from Victoria, British Columbia, Canada. They formed in 1999 as a synthpunk band with Matt Marnik, who eventually left the band, on lead vocals. Steve Bays (vocals and keyboards) took over lead vocals, significantly changing the band's sound. The rest of the band is currently composed of Paul Hawley (drums), Louis Hearn (bass), and Luke Paquin (guitar). Paquin (also of The Street & Babe Shadow) replaced former guitarist <a href=""https://www.last.fm/music/Hot+Hot+Heat"">Read more on Last.fm</a>",989722,16708611,The Bravery
FACS,"FACS use minimalism and space to create abstract and modern art rock. Playing dark, propulsive music that stands at the intersection of post-punk and post-rock, Facs formed from the ashes of the like-minded Chicago outfit Disappears. They stripped their music down to its starkest rhythmic foundations on their 2018 debut Negative Houses, then added more experimentation and melody on 2020's Void Moments and the following year's Present Tense.

The band formed in late 2016 <a href=""https://www.last.fm/music/FACS"">Read more on Last.fm</a>",25450,328739,Lifeguard
Letters From The Colony,"Letters From The Colony is a swedish death metal band formed in 2010. 

Like the Official Letters From The Colony facebook page --> http://www.facebook.com/lettersfromthecolony <a href=""https://www.last.fm/music/Letters+From+The+Colony"">Read more on Last.fm</a>",5109,55314,Cryptodira
Waterparks,"Waterparks are an American rock band formed in Houston, Texas in 2011. The group currently consists of lead vocalist and rhythm guitarist Awsten Knight, backing vocalist and guitarist Geoff Wigington, and drummer Otto Wood.

The band has released three EPs, two of which (Airplane Conversations & Black Light)  were released independently with one released via Equal Vision (Cluster). Additionally, the band has released five studio albums (Double Dare, Entertainment, FANDOM, Greatest Hits and INTELLECUAL PROPERTY). <a href=""https://www.last.fm/music/Waterparks"">Read more on Last.fm</a>",527362,53702077,With Confidence
One Minute Silence,"One Minute Silence is a four-piece band based in Ireland that combined influences from metal, hardcore punk and rap (and, later, elements from stoner and progressive rock). The band consisted of vocalist Brian 'Yap' Barry, guitarist Massimo Fiocco, drummer Eddie Stratton and bassist Glen Diani, started in 1997. The band announced its split after eight years in a press release dated October 21, 2003. Yap went on to record two albums with his own project Pink Punk.  <a href=""https://www.last.fm/music/One+Minute+Silence"">Read more on Last.fm</a>",74618,1091954,Ultraspank
Submersed,"Submersed was an alternative rock/metal outfit. The band was formed in the late 90´s in the small town of Stephenville, Texas. The group consisted of vocalist Donald Carpenter, lead guitarist/vocalist Eric Friedman, bassist Kelan Luker, guitarist TJ Davis, and drummer Garrett Whitlock. 

The band released their debut ""In Due Time"" on Wind Up Records in September of 2004.

Submersed delivered a catchy melodic rock. The band demonstrated some unexpected musical similarities to European post-doom bands such as: Entwine <a href=""https://www.last.fm/music/Submersed"">Read more on Last.fm</a>",262722,2908686,Evans Blue
Horskh,"New French electro-indus sensation, Horskh is a collision between the raw energy of EBM, the violence of metal and the trance of electro. During their explosive concerts, the acoustic drums bring an organic depth to the saturated surges of the guitar and the machines. Beyond the melodic rage of the song, the live energy of the duo reinforces the impact of a sound material viscerally dedicated to movement. An oscillation between dancefloor and pogo! <a href=""https://www.last.fm/music/Horskh"">Read more on Last.fm</a>",31043,272407,Mindless Faith
The Healing,"Transcendence is the debut album for The Healing. It comes from a place of exploration and drive, a learning process and a dream. This self-produced EP displays an expansive palette of texture and color in a metal package.

Self Produced EP.
Recorded by Kris Garant and Joe Garant.
Mixed/Mastered by Kris Garant.
Videos created by Kris Garant.
Artwork for the EP was done by Kyle Anderson of The Afterimage and Galleon Creative.
 <a href=""https://www.last.fm/music/The+Healing"">Read more on Last.fm</a>",10452,142288,Petroglyphs
In This Moment,"In This Moment is a alternative metal band, formed in North Hollywood, Los Angeles, California, United States in 2005. Their first album, entitled Beautiful Tragedy, was released on March 20th, 2007 on Century Media Records. The band's sound falls on the melodic side of the metalcore spectrum, with vocalist Maria Brink utilizing both screams and a good deal of clean, emotive singing, the latter being even more prominent on the band's second album, The Dream, released in 2008. <a href=""https://www.last.fm/music/In+This+Moment"">Read more on Last.fm</a>",542707,23749686,Halestorm
Jared Dines,"Jared Dines, is a youtuber who makes music related skits and plays guitar. <a href=""https://www.last.fm/music/Jared+Dines"">Read more on Last.fm</a>",45754,415006,Nik Nocturnal
The Dirty Youth,"The Dirty Youth is a Welsh rock band from South Wales that formed in 2007. The band's line-up consists of singer Danni Monroe, guitarist/keyboardist Matt Bond, guitarist Luke Padfield, bassist Leon Watkins and drummer Jacob Moseley.

They have released 5 studio albums to date, Red Light Fix and Gold Dust via RMR Records. They have toured with the likes of Skindred, The Rasmus, Korn, Alien Ant Farm, InMe, Fozzy and have appeared at festivals such as Download Festival and Hard Rock Calling Festival. <a href=""https://www.last.fm/music/The+Dirty+Youth"">Read more on Last.fm</a>",42038,667724,The Nearly Deads
Avenged Sevenfold,"Avenged Sevenfold (often abbreviated to A7X) is a heavy metal/hard rock band which formed in 1999 in Huntington Beach, California, United States. The band consists of vocalist M. Shadows, lead guitarist Synyster Gates, rhythm guitarist Zacky Vengeance, bassist Johnny Christ, and former Bad Religion and Suicidal Tendencies drummer Brooks Wackerman (2016-present). Heartbreakingly, the band's best friend and original drummer James ""The Rev"" Sullivan passed away in 2009. <a href=""https://www.last.fm/music/Avenged+Sevenfold"">Read more on Last.fm</a>",2373916,152375484,Bullet for My Valentine
GRYN,"GRYN, also known as, (Generation Raise Your Nation) Was fathered in the small college town of Hays, KS by the talents of Brett Straight (Front man) Ben Bunker (guitar/vocals), Jason Walters (Guitar), Shawn Normandin (bass) Jacy McCann (drums) initally bringing out a dark rock sound with their first album ""Capital Punishment"" A short time down the road brought a new sound to the group with "" The 16 stiches E.P."" and ""Progression of Progression"" between 1995 and 1998. <a href=""https://www.last.fm/music/GRYN"">Read more on Last.fm</a>",492,4242,Downbreed
A Sense of Gravity,"Combining searing riffs with powerful melodies, contemporary harmony, polyrhythmic grooves, and virtuosic solos, A Sense of Gravity is dedicated above all to strong, musical composition and moving songwriting. Formed in 2011, the Seattle band spent their first years crafting the unique sound they are known for today by fusing modern progressive metal with classic prog, death metal, jazz fusion, and the occasional dose of cinematic orchestral music. <a href=""https://www.last.fm/music/A+Sense+of+Gravity"">Read more on Last.fm</a>",6617,76968,Breath of Nibiru
Deftones,"Deftones is an American  alternative metal band from Sacramento, California, formed in 1988, consisting of Chino Moreno (lead vocals and guitar), Stephen Carpenter (guitar), Frank Delgado (keyboards and turntables), and Abe Cunningham (drums and percussion). Vega (formerly of Quicksand) took on bass duties from mid-2009 to ca. 2021 in substitution for Chi Cheng, who was seriously injured in an automobile accident in Santa Clara, California on November 4, 2008. <a href=""https://www.last.fm/music/Deftones"">Read more on Last.fm</a>",3235614,344339441,Team Sleep
glean,"glean is an emotive hardcore band from San Diego. <a href=""https://www.last.fm/music/glean"">Read more on Last.fm</a>",1620,16336,Bent Blue
Pathways,"There are at least 3 bands under the name Pathways:

1. Progressive metalcore band from Fort Lauderdale, Florida, USA. The group is currently signed to Tragic Hero Records and have released their latest EP, ""Dies Irae"" (2016) through the label.
https://www.facebook.com/Pathwaysband
https://pathwaysband.bandcamp.com/track/extinguish-the-stars

2. Melodic hardcore band from New London, Connecticut, USA.
https://www.facebook.com/wearepathways
https://myspace.com/wearepathways <a href=""https://www.last.fm/music/Pathways"">Read more on Last.fm</a>",10762,96968,A Feast For Kings
Gulfer,"Math Rock from Montreal, Quebec. 

Vincent Ford - vocals & guitar
David Mitchell - bass & vocals
Joey Thierriault - guitar & backing
Julien Daoust - drums

http://gulfer.bandcamp.com/ <a href=""https://www.last.fm/music/Gulfer"">Read more on Last.fm</a>",54535,640117,"Perspective, a lovely hand to hold"
