Artista,Biografia,Listeners,Playcount,Artistas Similares
Carl Watson," <a href=""https://www.last.fm/music/Carl+Watson"">Read more on Last.fm</a>",343,620,R. Roland
Leon Jaar," <a href=""https://www.last.fm/music/Leon+Jaar"">Read more on Last.fm</a>",1632,9566,Danny Joseph
Wallows,"Wallows is an American alternative rock band based in Los Angeles composed of Dylan Minnette (guitar and vocals), Braeden Lemasters (guitar and vocals), and Cole Preston (drums and vocals). The band began releasing songs independently in April 2017 starting with ""Pleaser"", which reached number two on the Spotify Global Viral 50 chart.

In April 2017, the band released their first single under the Wallows moniker, ""Pleaser"". The song would eventually <a href=""https://www.last.fm/music/Wallows"">Read more on Last.fm</a>",1594203,85131043,Dayglow
FMSAO,"FMSAO is the project of Evgeny Shchukin, who also produces as WOLS and in the duo Narcissi. Evgeny is also one of the founders of Fuselab label. <a href=""https://www.last.fm/music/FMSAO"">Read more on Last.fm</a>",3209,20944,Monokle
Panic! at the Disco,"Panic! at the Disco were an American pop rock band from Las Vegas, Nevada, formed in 2004 by childhood friends Ryan Ross, Spencer Smith, Brent Wilson, and Brendon Urie. Following several lineup changes, Panic! began operating as the solo project of frontman Urie from 2015 until the project's discontinuation in 2023.

Panic! at the Disco recorded their first demos while they were in high school. Shortly after, the band recorded and released their debut studio album, A Fever You Can't Sweat Out (2005). <a href=""https://www.last.fm/music/Panic%21+at+the+Disco"">Read more on Last.fm</a>",3789733,227097850,Fall Out Boy
Heartbits," <a href=""https://www.last.fm/music/Heartbits"">Read more on Last.fm</a>",305,843,Nasty Power
Charli XCX,"Charlotte Emma Aitchison, known professionally as Charli xcx, is an English singer and songwriter. Born in Cambridge and raised in Start Hill, Essex, she began posting songs on MySpace in 2008, which led to her discovery by a promoter who invited her to perform at warehouse raves and parties. In 2010, she signed a recording contract with Asylum Records, releasing a series of singles and mixtapes throughout 2011 and 2012.

In 2012, Charli xcx rose to prominence with the Icona Pop collaboration ""I Love It"" <a href=""https://www.last.fm/music/Charli+XCX"">Read more on Last.fm</a>",2760868,396627640,
SVRCINA,"SVRCINA (Sur-Cee-Nah) is one of pop music’s fastest rising stars, with her collective songs totaling over 30 million streams on Spotify alone.

SVRCINA's goal is to create music that not only she connects with personally, but is culturally transcendent. Experimentation with sounds, mixtures of musical elements with cultural personality traits, influenced by faith and current events, SVRCINA is carving out a niche that music lovers around the world will embrace. <a href=""https://www.last.fm/music/SVRCINA"">Read more on Last.fm</a>",84077,813975,The Rigs
Emma Elys," <a href=""https://www.last.fm/music/Emma+Elys"">Read more on Last.fm</a>",50,94,
FuXx,"Action duo plastic static band called The Fuxx!
Siim Tubli (beat, synth, vocal)
Rene Ergma (guitar) <a href=""https://www.last.fm/music/FuXx"">Read more on Last.fm</a>",40,268,Sephi
Dev,"There are at least three artists with this name:
1. A pop singer
2. A remix group
3. A Breakcore artist

Devin Star Tailes (born July 2, 1989), better known by her stage name Dev, is an American recording artist. She was discovered by The Cataracs when she made an Amy Winehouse cover and posted it onto MySpace back in 2008. Dev's song Booty Bounce was sampled in Far East Movement's hit single Like a G6 which reached number one on the US Billboard Hot 100 chart, and sold over two million downloads in the country. <a href=""https://www.last.fm/music/Dev"">Read more on Last.fm</a>",669403,7200936,The Cataracs
Flyana Boss,"Flyana Boss is a hip-hop duo consisting of best friends, Bobbi and Folayan (hailing from Detroit, Michigan and Dallas, Texas respectively). The two first gained traction on the short-form video app Triller. <a href=""https://www.last.fm/music/Flyana+Boss"">Read more on Last.fm</a>",188891,3351011,Baby Tate
Ella Henderson,"Ella Henderson (born 12 January 1996) is a British singer-songwriter from Lincolnshire, England. She was a contestant on the ninth series of The X Factor  in 2012 and finished in sixth place.

Henderson is a big fan of Amy Winehouse and Frank Sinatra and picked out Olly Murs and Leona Lewis as her favorite X Factor contestants from previous series’ of the show. Henderson confessed that she'd love to sing with Adele or Beyoncé.

Her debut single <a href=""https://www.last.fm/music/Ella+Henderson"">Read more on Last.fm</a>",585258,6887833,Becky Hill
Teeel,"TEEEL (Jim Smith) is a electronic music producer/songwriter from New Jersey, founder of Synth Records (Synthemesc Recordings) and iheartsynths.com. Inspired by the 80s new wave movement, Teeel credits his sound to marathon movie watching and being an obsessive gear head. Creating music in a 10×10 teal painted room, stacked with synthesizers and guitars, TEEEL produces music that ranges from hypnotic vocal synthpop to dreamwave and dark electronic rock. <a href=""https://www.last.fm/music/Teeel"">Read more on Last.fm</a>",72906,692834,Brothertiger
Raye,"Hailing from South London, more specifically Croydon, RAYE (real name - Rachel Keen) is a British singer-songwriter. Aside from writing hits for other artists, RAYE has bounced between R&B, pop and dance music in regards to her own discography. Her debut album and one of her first independent releases ""'My 21st Century Blues'', was released on February 3 2023.

RAYE’s debut EP 'Welcome To The Winter' was released in 2014 and was comprised of predominantly R&B sounds. <a href=""https://www.last.fm/music/Raye"">Read more on Last.fm</a>",1033500,27088633,
Eleanor Davis," <a href=""https://www.last.fm/music/Eleanor+Davis"">Read more on Last.fm</a>",19,26,
Clean Bandit,"Clean Bandit are a British electronic group formed in 2009. The band consists of Jack Patterson (bass guitar, keyboard), Luke Patterson (drums) & Grace Chatto (cello). Their sound can be described as a ""fusion"" between classical and electronial music. They produce their own music whilst inviting guest singers on their tracks.

To date they have found their biggest hits include Mozart's House and the massive UK number one single, ""Rather Be"" with singer Jess Glynne which won the 2015 Grammy for Best Dance Recording <a href=""https://www.last.fm/music/Clean+Bandit"">Read more on Last.fm</a>",1962563,39457644,Jonas Blue
YDKM," <a href=""https://www.last.fm/music/YDKM"">Read more on Last.fm</a>",5611,70410,GORESET
Talk,"There are multiple artists with this name:

1) Talk are an electronica / indie band from Shrewsbury, UK.  They were previously called Telex, releasing the Byp-Ctrl EP before being forced to change their name to Talk by a recently reformed Belgian band of the same name.

Their debut album ""Reset Start Again"" was released by Fortune & Glory in 2008 to critical acclaim, including Radio 1's Huw Stephen's 'album of the month'.

Official Website

2) ""talk"" (spelled in lower case) are Japanese shoegaze / postrock band. <a href=""https://www.last.fm/music/Talk"">Read more on Last.fm</a>",103460,1150198,Half Moon Run
Galantis,"Featuring Christian Karlsson of Miike Snow and Linus Eklöw from Style of Eye, Galantis are a Swedish superduo who represent the place where EDM and pop meet. Karlsson (the man behind hits like Britney Spears' ""Toxic"") met Eklöw (the man behind hits like Icona Pop's ""I Love It"") at the Robotberget studio in Stockholm. Their mutual admiration society turned into a project once they began discussing a more poignant style of EDM that retained pop's passion. <a href=""https://www.last.fm/music/Galantis"">Read more on Last.fm</a>",1283741,23662337,Sigala
Janelle Monáe,"Janelle Monáe (born Janelle Monáe Robinson on December 1, 1985 in Kansas City, Kansas) is an American singer, songwriter, dancer, producer, actor and performer.

They moved to New York to study theatre at the American Musical and Dramatic Academy. Their original plan was to pursue a career on Broadway, but they soon changed their mind and returned to music. After moving to Atlanta, Georgia in 2003,  Monáe founded the Wondaland Arts Society with like-minded young artists <a href=""https://www.last.fm/music/+noredirect/Janelle+Mon%C3%A1e"">Read more on Last.fm</a>",1144799,45517381,Solange
Three Beat Slide,"Three Beat Slide's aim is to offer a mixture of upbeat pop and rock music. They highly appreciate any comments or feedback you wish to provide. They're looking forward to recording their next single shortly and will be bringing more content in the upcoming months. If you like their music feel free to subscribe to their channel or send them an email at threebeatslidefans@gmail.com <a href=""https://www.last.fm/music/Three+Beat+Slide"">Read more on Last.fm</a>",1364,11237,B.J. Snowden
Breathe Carolina,"Breathe Carolina is an American electronic duo from Denver, Colorado, currently composed of David Schmitt and Tommy Cooperman. The band formed in 2006 and have released four albums, and six EPs.

Original members Kyle Even and David Schmitt started the project in 2007, they didn't anticipate that their “just for fun” intent would explode into an internationally sought-after duo within just a couple of years. The story of Breathe Carolina is a modern day music fairytale <a href=""https://www.last.fm/music/Breathe+Carolina"">Read more on Last.fm</a>",727681,18027963,The Medic Droid
Bella Poarch,"Bella Poarch (born February 8, 1997) is a Filipino-American social media personality and singer. On August 17, 2020, she created the most liked video on TikTok, in which she lip syncs to the song ""Soph Aspin Send"" by British rapper Millie B. In May 2021, she released her debut single ""Build a Bitch"" .

As of July 2, 2021, she has over 74.9 million followers on TikTok, ranking as the fourth most-followed individual on the platform behind Charli D'Amelio, Addison Rae and Khaby Lame. <a href=""https://www.last.fm/music/Bella+Poarch"">Read more on Last.fm</a>",440796,4795244,Emeline
Rae Sremmurd,"Rae Sremmurd ( /ˈreɪ ʃrˈɪmɜːrd/) is an American hip hop duo originating from Tupelo, Mississippi formed by two brothers, Slim Jxmmi and Swae Lee. In 2013, they signed a record deal with Mike Will Made-It's EarDrummers imprint. In January 2015, the duo released their debut album SremmLife, which was certified platinum by the Recording Industry Association of America (RIAA). In August 2016, the duo released their second album, SremmLife 2. During that same year, the duo also created their own record label, called SremmLife Crew Records. <a href=""https://www.last.fm/music/Rae+Sremmurd"">Read more on Last.fm</a>",1437691,32927836,Migos
Kiesza,"Kiesa Rae Ellestad (born 1989), better known by her stage name Kiesza, is a Canadian singer-songwriter and dancer from Calgary who has most recently worked out of New York City and London. She is best known for her debut single ""Hideaway"". <a href=""https://www.last.fm/music/Kiesza"">Read more on Last.fm</a>",557008,6307913,Florrie
Banx & Ranx," <a href=""https://www.last.fm/music/Banx+&+Ranx"">Read more on Last.fm</a>",86211,449231,Major Lazer
Charlotte Reed," <a href=""https://www.last.fm/music/Charlotte+Reed"">Read more on Last.fm</a>",616,2282,Lilly Gray
Melanie Martinez,"Melanie Adele Martinez (born April 28th, 1995) is an American singer-songwriter, artist, director, actress, dancer, clothing designer, producer and  photographer. 

Born in Astoria, Queens, and raised in Baldwin, New York, she first participated in the MSG Varsity Talent Show during her junior year of high school and subsequently rose to prominence in 2012 after appearing on the American television vocal talent show The Voice. She auditioned singing <a href=""https://www.last.fm/music/Melanie+Martinez"">Read more on Last.fm</a>",1773736,178360926,Jazmin Bean
Havva," <a href=""https://www.last.fm/music/Havva"">Read more on Last.fm</a>",1225,5804,Charis Savva
208," <a href=""https://www.last.fm/music/+noredirect/208"">Read more on Last.fm</a>",711,8085,
